timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-03T17:17:22,codecarbon,0a04b324-e3da-4f0d-a1c2-d4ed79eb6f69,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,198517.67409284692,1.500121978759484,7.556616737600277e-06,12.8301174848,124.00119769352722,38.0,0.685141430966354,12.542935667673838,2.0251255974948186,15.25320269613499,Brazil,BRA,,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.11.5,3.0.4,32,Intel(R) Core(TM) i9-14900KF,1,1 x NVIDIA RTX A5000,-43.2192,-22.8305,125.63405227661133,machine,N,1.0
