timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-01T09:46:29,codecarbon,ec6daaa2-69b9-460a-a4d3-329b2043e56c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2764.725570518058,0.0209755051870943,7.586830827178234e-06,12.848651217920002,217.18078949632047,38.0,0.009542486784597,0.1755398695984524,0.0281960548413206,0.2132784112243698,Brazil,BRA,,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.11.5,3.0.4,32,Intel(R) Core(TM) i9-14900KF,1,1 x NVIDIA RTX A5000,-43.2192,-22.8305,125.63405227661131,machine,N,1.0
2025-09-05T11:06:18,codecarbon,97483230-fca7-4d89-8c5e-1997c22361a8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2796.048875196837,0.02122645239535029,7.591588467442647e-06,12.8688250688,216.4959582380612,38.0,0.009650500708781772,0.17766366879749285,0.0285158666444381,0.21583003615071267,Brazil,BRA,,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.11.5,3.0.4,32,Intel(R) Core(TM) i9-14900KF,1,1 x NVIDIA RTX A5000,-43.2192,-22.8305,125.63405227661133,machine,N,1.0
